Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Derek Bernard","COL","DSL","16-16",241,0.087136929,0.273858921,0.318181818,0.308411214,0.376569037,0.439252336,0.815821373,0.130841122,7.341312355415768,0.427586206,0.25951146986335516,42.2560016554702,7.6761250984776686,0.39524044451853224,122.1982432060633,"sa3018477"
"Jancel Santana","BOS","DSL","16-16",179,0.100558659,0.312849162,0.321428571,0.184210526,0.303370786,0.282894736,0.586265522,0.09868421,8.234739429491244,0.276595744,1.4397517726756632,18.038077871805637,-7.645730857246908,0.3033762634470222,70.23131990311722,"sa3018478"
"Yerald Nin","ARI","DSL","16-16",190,0.115789473,0.215789473,0.536585365,0.23030303,0.326315789,0.333333333,0.659649122,0.103030303,7.407320009400101,0.286885245,0.6345214298926294,23.342434863177246,-3.9197084805098124,0.3305833107546756,85.6221558551174,"sa3018479"
"Luis Baez","HOU","DSL","18-18",222,0.063063063,0.252252252,0.25,0.305418719,0.351351351,0.551724137,0.903075488,0.246305418,7.023559890837301,0.375886524,-1.4933161344379187,42.533669363535395,10.68000714091157,0.4152691638147509,133.52834931904997,"sa3018482"
"Natanael Yuten","BOS","DSL","17-17",223,0.076233183,0.192825112,0.395348837,0.306532663,0.373873873,0.396984924,0.770858797,0.090452261,4.670120651494399,0.384615384,-2.1594634220236912,36.33338223192663,4.336235044336035,0.37995600458737966,113.55194267449487,"sa3018486"
"Axell De Paula","HOU","DSL","17-17",164,0.073170731,0.402439024,0.181818181,0.223776223,0.323170731,0.356643356,0.679814087,0.132867133,4.97128028381344,0.383561643,-1.1008131422568113,21.181068571323898,-2.3504656832270365,0.3383424064008201,90.01142187414973,"sa3018488"
"Yordalin Pena","STL","DSL","17-17",184,0.054347826,0.211956521,0.256410256,0.257485029,0.315217391,0.407185628,0.722403019,0.149700599,8.659216005805622,0.314960629,1.653728622593917,24.79421702770767,-1.6070165261787446,0.3452395728748778,93.91310060229296,"sa3018489"
"Rafael Ramirez","HOU","DSL","17-17",164,0.091463414,0.243902439,0.375,0.152777777,0.25,0.25,0.5,0.097222223,5.8072374734558885,0.186274509,-0.08035644725896418,10.244183973002595,-13.287350281548338,0.25618199822379323,43.533854878252995,"sa3018491"
"Manolfi Jimenez","PHI","DSL","17-17",186,0.064516129,0.150537634,0.428571428,0.245508982,0.297297297,0.347305389,0.644602686,0.101796407,5.616468327793151,0.276595744,0.14486592332832515,19.741736680571194,-6.946466803248768,0.3099884202946787,73.97177068340271,"sa3018492"
"Juan Villavicencio","PHI","DSL","17-17",167,0.119760479,0.209580838,0.571428571,0.265734265,0.357575757,0.391608391,0.749184148,0.125874126,8.696112700918611,0.336448598,2.151113464613445,25.606467691450344,1.644478541999087,0.3681314291376056,106.86286322784996,"sa3018494"
"Roynier Hernandez","COL","DSL","17-17",242,0.157024793,0.144628099,1.085714285,0.248756218,0.365145228,0.293532338,0.658677566,0.04477612,4.6434103643198394,0.297619047,-0.33174202300142497,32.303864545135276,-2.419496976824026,0.34370105617768537,93.03207733705759,"sa3018495"
"Enmanuel Tejeda","NYY","DSL","17-17",188,0.218085106,0.132978723,1.64,0.288732394,0.462765957,0.492957746,0.955723703,0.204225352,7.32966922495479,0.333333333,-0.7569643965689465,43.72503284519955,16.74985943144604,0.4657652152979628,162.09361168705587,"sa3018497"
